cctv_id,latitude,longitude,district,area_name,road_name,camera_status,coverage_radius,installation_date,owner
V04295,28.695123,77.26814,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,15,2023-07-11,Private
V04296,28.53745,77.204552,South Delhi,Hauz Khas,Sri Aurobindo Marg,Active,100,2022-04-24,Government
V04297,28.564279,77.244018,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,50,2024-02-18,Government
V04298,28.669402,77.278387,North-East Delhi,Seelampur,Pushta Road,Active,15,2024-08-12,Private
V04299,28.846162,77.089472,Outer Delhi,Narela,Lampur Road,Inactive,75,2021-04-18,Private
V04300,28.788818,77.043287,Outer Delhi,Bawana,Bawana Road,Active,50,2024-08-07,Government
V04301,28.846446,77.08784,Outer Delhi,Narela,Bawana Road,Active,30,2022-06-24,Government
V04302,28.666634,77.281683,North-East Delhi,Shahdara,Grand Trunk Road,Inactive,15,2022-09-26,Private
V04303,28.806743,77.028478,Outer Delhi,Bawana,Auchandi Road,Inactive,75,2022-09-09,Government
V04304,28.665788,77.25717,North-East Delhi,Seelampur,Gautam Puri Road,Active,75,2021-12-14,Government
V04305,28.836705,77.105678,Outer Delhi,Narela,Bawana Road,Active,50,2023-02-10,Government
V04306,28.832047,77.085116,Outer Delhi,Narela,Lampur Road,Active,30,2021-08-08,Private
V04307,28.528506,77.203135,South Delhi,Saket,Press Enclave Marg,Active,50,2021-02-20,Government
V04308,28.576634,77.246676,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,50,2021-08-09,Government
V04309,28.547163,77.194386,South Delhi,Hauz Khas,Sri Aurobindo Marg,Active,75,2022-10-15,Private
V04310,28.516646,77.211913,South Delhi,Saket,Saket District Centre Road,Active,100,2024-09-18,Government
V04311,28.667863,77.276641,North-East Delhi,Seelampur,Seelampur Main Road,Active,75,2021-04-03,Private
V04312,28.666234,77.261035,North-East Delhi,Seelampur,Gautam Puri Road,Active,100,2023-11-03,Government
V04313,28.560157,77.222448,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,75,2023-03-19,Private
V04314,28.69779,77.269661,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,15,2021-09-07,Private
V04315,28.538559,77.20987,South Delhi,Hauz Khas,August Kranti Marg,Active,50,2024-02-27,Government
V04316,28.66,77.274221,North-East Delhi,Seelampur,Seelampur Main Road,Inactive,100,2022-07-25,Private
V04317,28.836385,77.104185,Outer Delhi,Narela,Bawana Road,Inactive,100,2024-07-14,Private
V04318,28.555643,77.197573,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,15,2023-01-07,Government
V04319,28.551354,77.224773,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Inactive,15,2021-11-17,Government
V04320,28.836585,77.10203,Outer Delhi,Narela,Lampur Road,Inactive,100,2024-08-18,Private
V04321,28.721046,77.11812,Outer Delhi,Rohini,Outer Ring Road,Active,30,2025-01-23,Private
V04322,28.541874,77.205892,South Delhi,Hauz Khas,August Kranti Marg,Active,100,2023-09-29,Private
V04323,28.789682,77.044499,Outer Delhi,Bawana,Bawana Road,Active,15,2022-03-17,Government
V04324,28.562609,77.24666,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,15,2022-07-15,Private
V04325,28.66849,77.265389,North-East Delhi,Seelampur,Seelampur Main Road,Active,100,2023-09-18,Government
V04326,28.529244,77.214923,South Delhi,Saket,Mandir Marg,Active,50,2022-06-22,Government
V04327,28.524861,77.206074,South Delhi,Saket,Saket District Centre Road,Active,75,2023-02-19,Private
V04328,28.800651,77.024875,Outer Delhi,Bawana,Bawana Road,Active,100,2025-01-20,Government
V04329,28.578885,77.254637,South Delhi,Lajpat Nagar,Ring Road,Active,50,2024-08-21,Government
V04330,28.715649,77.271642,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,75,2023-05-13,Government
V04331,28.662873,77.29748,North-East Delhi,Shahdara,Loni Road,Inactive,30,2022-08-09,Government
V04332,28.575321,77.240217,South Delhi,Lajpat Nagar,Ring Road,Active,15,2022-06-05,Private
V04333,28.677951,77.296555,North-East Delhi,Shahdara,Chhajjupur Road,Active,50,2023-12-07,Private
V04334,28.717213,77.263857,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,75,2021-07-20,Government
V04335,28.689142,77.271835,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,30,2024-12-02,Government
V04336,28.733414,77.112874,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,50,2021-10-28,Private
V04337,28.578303,77.233322,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,100,2022-12-06,Government
V04338,28.85,77.083597,Outer Delhi,Narela,Lampur Road,Active,15,2022-04-30,Private
V04339,28.670621,77.296833,North-East Delhi,Shahdara,Chhajjupur Road,Active,75,2021-09-17,Government
V04340,28.801876,77.032695,Outer Delhi,Bawana,Bawana Road,Active,50,2023-03-12,Government
V04341,28.807874,77.031389,Outer Delhi,Bawana,Bawana Road,Active,50,2023-02-18,Private
V04342,28.667079,77.261796,North-East Delhi,Seelampur,Pushta Road,Active,30,2022-08-19,Government
V04343,28.544158,77.208753,South Delhi,Hauz Khas,August Kranti Marg,Active,100,2022-05-05,Government
V04344,28.548192,77.218916,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,75,2021-05-18,Private
V04345,28.565698,77.189824,South Delhi,Hauz Khas,August Kranti Marg,Active,100,2021-09-17,Private
V04346,28.680518,77.289268,North-East Delhi,Shahdara,Chhajjupur Road,Active,50,2021-12-14,Government
V04347,28.793507,77.036346,Outer Delhi,Bawana,Kanjhawala Road,Active,75,2024-09-04,Government
V04348,28.733932,77.105341,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,100,2024-12-27,Government
V04349,28.667332,77.296421,North-East Delhi,Shahdara,Loni Road,Active,75,2024-07-06,Private
V04350,28.710755,77.28686,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,100,2022-03-02,Government
V04351,28.838565,77.082376,Outer Delhi,Narela,Bawana Road,Active,30,2024-07-13,Government
V04352,28.822136,77.08954,Outer Delhi,Narela,Lampur Road,Active,100,2023-06-29,Government
V04353,28.674617,77.294586,North-East Delhi,Shahdara,Grand Trunk Road,Active,75,2024-07-05,Government
V04354,28.673876,77.272842,North-East Delhi,Shahdara,Loni Road,Active,50,2022-02-23,Government
V04355,28.522102,77.21129,South Delhi,Saket,Press Enclave Marg,Active,75,2024-09-02,Government
V04356,28.673589,77.275392,North-East Delhi,Seelampur,Seelampur Main Road,Inactive,100,2022-08-08,Private
V04357,28.530202,77.213983,South Delhi,Saket,Mandir Marg,Active,30,2023-04-07,Government
V04358,28.668598,77.254721,North-East Delhi,Seelampur,Pushta Road,Active,75,2022-11-09,Government
V04359,28.666438,77.289634,North-East Delhi,Shahdara,Chhajjupur Road,Active,100,2021-02-15,Private
V04360,28.704052,77.281913,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,15,2023-11-08,Government
V04361,28.544251,77.209616,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,75,2021-12-17,Government
V04362,28.531033,77.199467,South Delhi,Saket,Press Enclave Marg,Active,30,2022-11-20,Private
V04363,28.555151,77.200123,South Delhi,Hauz Khas,August Kranti Marg,Active,100,2023-09-19,Government
V04364,28.568251,77.241391,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Inactive,75,2023-12-28,Private
V04365,28.681534,77.294302,North-East Delhi,Shahdara,Loni Road,Active,50,2021-05-22,Private
V04366,28.844971,77.094644,Outer Delhi,Narela,Narela Road,Active,100,2023-02-09,Private
V04367,28.66805,77.273005,North-East Delhi,Seelampur,Pushta Road,Active,30,2021-09-16,Government
V04368,28.736625,77.101801,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Inactive,50,2021-06-13,Private
V04369,28.672008,77.275579,North-East Delhi,Shahdara,Grand Trunk Road,Active,30,2021-12-01,Government
V04370,28.528253,77.205729,South Delhi,Saket,Press Enclave Marg,Active,100,2023-09-03,Private
V04371,28.511059,77.198971,South Delhi,Saket,Press Enclave Marg,Active,15,2021-12-27,Government
V04372,28.527192,77.203459,South Delhi,Saket,Saket District Centre Road,Active,30,2021-08-13,Government
V04373,28.570403,77.236597,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,30,2022-06-13,Government
V04374,28.662927,77.279239,North-East Delhi,Seelampur,Seelampur Main Road,Active,50,2021-10-04,Private
V04375,28.838134,77.097792,Outer Delhi,Narela,Bawana Road,Active,15,2021-07-04,Government
V04376,28.54248,77.212544,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,30,2024-07-04,Government
V04377,28.524651,77.21097,South Delhi,Saket,Press Enclave Marg,Active,100,2024-09-20,Private
V04378,28.66,77.255237,North-East Delhi,Seelampur,Gautam Puri Road,Active,30,2024-08-06,Government
V04379,28.793949,77.035647,Outer Delhi,Bawana,Kanjhawala Road,Active,30,2023-11-18,Government
V04380,28.66,77.267947,North-East Delhi,Seelampur,Gautam Puri Road,Inactive,100,2024-12-04,Private
V04381,28.675653,77.28363,North-East Delhi,Shahdara,Loni Road,Inactive,50,2021-07-24,Government
V04382,28.542151,77.199539,South Delhi,Hauz Khas,Sri Aurobindo Marg,Active,30,2023-03-28,Private
V04383,28.66,77.280724,North-East Delhi,Seelampur,Seelampur Main Road,Active,30,2024-04-20,Private
V04384,28.844495,77.104601,Outer Delhi,Narela,Lampur Road,Active,100,2023-02-10,Government
V04385,28.553227,77.24638,South Delhi,Lajpat Nagar,Ring Road,Active,100,2024-08-01,Government
V04386,28.539804,77.208545,South Delhi,Hauz Khas,August Kranti Marg,Active,75,2022-05-30,Government
V04387,28.542727,77.20125,South Delhi,Hauz Khas,August Kranti Marg,Active,15,2021-06-18,Private
V04388,28.66,77.282151,North-East Delhi,Shahdara,Loni Road,Active,50,2021-11-16,Government
V04389,28.66,77.263413,North-East Delhi,Seelampur,Gautam Puri Road,Active,100,2022-01-13,Government
V04390,28.525891,77.220224,South Delhi,Saket,Press Enclave Marg,Active,30,2022-03-16,Government
V04391,28.843629,77.099185,Outer Delhi,Narela,Lampur Road,Active,30,2024-05-25,Government
V04392,28.832663,77.100376,Outer Delhi,Narela,Narela Road,Active,30,2023-10-03,Government
V04393,28.664895,77.287646,North-East Delhi,Shahdara,Chhajjupur Road,Active,30,2021-05-31,Private
V04394,28.833164,77.077377,Outer Delhi,Narela,Lampur Road,Active,50,2021-05-02,Private
V04395,28.794032,77.03871,Outer Delhi,Bawana,Bawana Road,Active,50,2023-07-26,Private
V04396,28.783392,77.026207,Outer Delhi,Bawana,Bawana Road,Active,50,2023-04-07,Private
V04397,28.667771,77.29049,North-East Delhi,Shahdara,Grand Trunk Road,Active,75,2023-01-04,Government
V04398,28.692291,77.271766,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,30,2025-01-28,Private
V04399,28.704317,77.272923,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,15,2024-07-06,Private
V04400,28.667855,77.252488,North-East Delhi,Seelampur,Seelampur Main Road,Active,15,2024-07-15,Government
V04401,28.538775,77.199368,South Delhi,Hauz Khas,August Kranti Marg,Active,50,2022-02-15,Government
V04402,28.519141,77.201949,South Delhi,Saket,Mandir Marg,Active,50,2021-03-25,Private
V04403,28.813398,77.021178,Outer Delhi,Bawana,Bawana Road,Active,30,2024-08-23,Private
V04404,28.85,77.102541,Outer Delhi,Narela,Narela Road,Active,50,2021-02-01,Government
V04405,28.706316,77.281442,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,15,2025-01-03,Government
V04406,28.52876,77.210285,South Delhi,Saket,Mandir Marg,Active,75,2022-05-24,Private
V04407,28.670458,77.280384,North-East Delhi,Seelampur,Seelampur Main Road,Inactive,50,2021-06-30,Government
V04408,28.829646,77.089139,Outer Delhi,Narela,Lampur Road,Active,75,2022-04-27,Private
V04409,28.52325,77.205203,South Delhi,Saket,Saket District Centre Road,Active,100,2023-09-01,Government
V04410,28.66,77.260233,North-East Delhi,Seelampur,Gautam Puri Road,Active,100,2022-05-12,Private
V04411,28.688513,77.266372,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,30,2021-12-22,Private
V04412,28.849126,77.094988,Outer Delhi,Narela,Bawana Road,Active,75,2021-03-09,Private
V04413,28.811021,77.022754,Outer Delhi,Bawana,Kanjhawala Road,Active,15,2022-10-02,Private
V04414,28.530269,77.217682,South Delhi,Saket,Press Enclave Marg,Active,75,2022-07-11,Government
V04415,28.833786,77.096899,Outer Delhi,Narela,Bawana Road,Active,100,2024-07-04,Government
V04416,28.676661,77.280918,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,75,2023-01-13,Private
V04417,28.724226,77.105491,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,75,2021-04-15,Private
V04418,28.541399,77.211943,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,30,2023-03-24,Government
V04419,28.844179,77.094973,Outer Delhi,Narela,Narela Road,Active,30,2022-09-08,Private
V04420,28.669501,77.3,North-East Delhi,Shahdara,Chhajjupur Road,Active,75,2021-06-07,Private
V04421,28.668258,77.264964,North-East Delhi,Seelampur,Pushta Road,Inactive,50,2022-06-14,Government
V04422,28.54001,77.204198,South Delhi,Saket,Saket District Centre Road,Active,15,2024-10-04,Government
V04423,28.734974,77.104521,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,50,2022-10-23,Government
V04424,28.702663,77.274321,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,15,2024-04-05,Government
V04425,28.563143,77.230868,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,15,2021-11-13,Private
V04426,28.803952,77.031025,Outer Delhi,Bawana,Kanjhawala Road,Active,30,2021-05-14,Government
V04427,28.699552,77.265868,North-East Delhi,Yamuna Vihar,Wazirabad Road,Inactive,100,2022-05-12,Government
V04428,28.695005,77.29137,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,30,2024-08-21,Private
V04429,28.558648,77.200554,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,50,2022-09-15,Government
V04430,28.555368,77.230613,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,15,2023-03-27,Government
V04431,28.554192,77.245071,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,50,2023-07-12,Private
V04432,28.533883,77.200738,South Delhi,Saket,Saket District Centre Road,Active,15,2022-12-06,Private
V04433,28.543498,77.192001,South Delhi,Hauz Khas,August Kranti Marg,Active,50,2023-06-01,Private
V04434,28.52857,77.203296,South Delhi,Saket,Mandir Marg,Active,75,2022-07-14,Government
V04435,28.702765,77.281574,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,75,2021-10-11,Private
V04436,28.702488,77.269,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,75,2022-09-04,Private
V04437,28.723927,77.111042,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,30,2024-02-01,Government
V04438,28.66528,77.261615,North-East Delhi,Seelampur,Seelampur Main Road,Active,75,2021-12-14,Private
V04439,28.668425,77.286662,North-East Delhi,Shahdara,Chhajjupur Road,Active,30,2023-07-29,Government
V04440,28.706252,77.266616,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,50,2022-05-29,Private
V04441,28.575934,77.23944,South Delhi,Lajpat Nagar,Ring Road,Active,30,2023-03-09,Government
V04442,28.524052,77.190129,South Delhi,Saket,Press Enclave Marg,Active,75,2024-03-03,Government
V04443,28.577568,77.250279,South Delhi,Lajpat Nagar,Ring Road,Active,15,2021-03-03,Government
V04444,28.66,77.265457,North-East Delhi,Seelampur,Pushta Road,Active,50,2025-01-14,Government
V04445,28.835386,77.090361,Outer Delhi,Narela,Bawana Road,Active,30,2024-02-05,Private
V04446,28.731774,77.102246,Outer Delhi,Rohini,Outer Ring Road,Active,15,2023-02-22,Private
V04447,28.548894,77.222684,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,50,2022-12-21,Government
V04448,28.671267,77.28286,North-East Delhi,Shahdara,Loni Road,Active,30,2021-09-27,Government
V04449,28.799186,77.018931,Outer Delhi,Bawana,Kanjhawala Road,Active,75,2024-10-06,Private
V04450,28.661947,77.265035,North-East Delhi,Seelampur,Gautam Puri Road,Active,30,2024-08-21,Private
V04451,28.545873,77.206206,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,75,2022-02-17,Private
V04452,28.671913,77.28813,North-East Delhi,Shahdara,Chhajjupur Road,Active,30,2022-04-01,Private
V04453,28.702191,77.268385,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,15,2022-09-19,Government
V04454,28.523606,77.223504,South Delhi,Saket,Mandir Marg,Active,30,2024-10-05,Private
V04455,28.800374,77.031922,Outer Delhi,Bawana,Auchandi Road,Active,15,2023-01-01,Private
V04456,28.568779,77.233748,South Delhi,Lajpat Nagar,Ring Road,Active,50,2021-12-31,Government
V04457,28.666179,77.286131,North-East Delhi,Shahdara,Chhajjupur Road,Active,100,2024-12-27,Government
V04458,28.573222,77.25364,South Delhi,Lajpat Nagar,Ring Road,Active,15,2021-02-17,Private
V04459,28.667437,77.25695,North-East Delhi,Seelampur,Pushta Road,Active,30,2024-07-22,Government
V04460,28.836674,77.098426,Outer Delhi,Narela,Narela Road,Active,30,2024-08-05,Government
V04461,28.562918,77.228502,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,75,2024-12-07,Private
V04462,28.673792,77.280656,North-East Delhi,Shahdara,Loni Road,Active,50,2023-03-31,Government
V04463,28.528918,77.206207,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,75,2022-06-08,Government
V04464,28.506469,77.2053,South Delhi,Saket,Press Enclave Marg,Active,15,2021-10-19,Government
V04465,28.666632,77.251021,North-East Delhi,Seelampur,Pushta Road,Active,15,2025-01-12,Private
V04466,28.545639,77.195605,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,75,2024-09-16,Government
V04467,28.57003,77.256046,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,50,2024-03-06,Government
V04468,28.676769,77.279783,North-East Delhi,Shahdara,Chhajjupur Road,Active,15,2024-01-30,Government
V04469,28.553596,77.251329,South Delhi,Lajpat Nagar,Ring Road,Active,100,2022-05-21,Private
V04470,28.56039,77.228161,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,30,2021-11-08,Private
V04471,28.834921,77.080781,Outer Delhi,Narela,Lampur Road,Active,100,2024-08-29,Private
V04472,28.697831,77.292156,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,30,2022-10-16,Government
V04473,28.52458,77.213424,South Delhi,Saket,Press Enclave Marg,Active,100,2024-04-12,Government
V04474,28.729036,77.115949,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,50,2021-06-30,Government
V04475,28.566963,77.248229,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,75,2021-08-01,Private
V04476,28.663801,77.261738,North-East Delhi,Seelampur,Seelampur Main Road,Active,100,2021-05-14,Private
V04477,28.544938,77.206632,South Delhi,Hauz Khas,Sri Aurobindo Marg,Active,30,2024-04-03,Government
V04478,28.729797,77.116044,Outer Delhi,Rohini,Outer Ring Road,Active,30,2021-08-03,Government
V04479,28.676731,77.26644,North-East Delhi,Seelampur,Seelampur Main Road,Active,100,2024-06-17,Government
V04480,28.563222,77.252278,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,50,2024-10-19,Private
V04481,28.785986,77.0339,Outer Delhi,Bawana,Kanjhawala Road,Active,15,2022-04-26,Government
V04482,28.792577,77.029412,Outer Delhi,Bawana,Auchandi Road,Active,75,2022-12-23,Government
V04483,28.66,77.263707,North-East Delhi,Seelampur,Pushta Road,Active,15,2024-03-10,Private
V04484,28.67598,77.299046,North-East Delhi,Shahdara,Chhajjupur Road,Active,15,2023-01-22,Government
V04485,28.517558,77.202765,South Delhi,Saket,Press Enclave Marg,Active,15,2022-01-27,Government
V04486,28.529709,77.202834,South Delhi,Saket,Press Enclave Marg,Active,50,2024-10-06,Government
V04487,28.719189,77.109075,Outer Delhi,Rohini,Outer Ring Road,Inactive,30,2021-08-07,Government
V04488,28.702633,77.25978,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,30,2022-07-07,Private
V04489,28.678937,77.286949,North-East Delhi,Shahdara,Loni Road,Active,30,2024-07-16,Government
V04490,28.55839,77.250474,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Inactive,75,2024-05-19,Government
V04491,28.534535,77.212323,South Delhi,Saket,Mandir Marg,Active,100,2021-08-09,Private
V04492,28.842578,77.085118,Outer Delhi,Narela,Bawana Road,Active,100,2022-09-04,Government
V04493,28.540683,77.205163,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,30,2022-04-19,Private
V04494,28.537257,77.190297,South Delhi,Hauz Khas,August Kranti Marg,Active,30,2022-12-01,Private
V04495,28.580271,77.242961,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,15,2022-07-05,Private
V04496,28.546135,77.199903,South Delhi,Hauz Khas,Sri Aurobindo Marg,Active,15,2023-10-08,Government
V04497,28.555736,77.237196,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,30,2023-11-01,Government
V04498,28.814186,77.02723,Outer Delhi,Bawana,Bawana Road,Active,15,2024-03-16,Government
V04499,28.783872,77.031783,Outer Delhi,Bawana,Kanjhawala Road,Active,75,2023-11-22,Government
V04500,28.538749,77.216969,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,75,2021-09-03,Private
V04501,28.528251,77.211616,South Delhi,Saket,Saket District Centre Road,Active,100,2024-08-20,Private
V04502,28.546822,77.213223,South Delhi,Saket,Saket District Centre Road,Active,50,2023-12-02,Government
V04503,28.701505,77.2834,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,30,2024-09-17,Government
V04504,28.524553,77.213977,South Delhi,Saket,Press Enclave Marg,Active,100,2023-10-06,Government
V04505,28.565925,77.251897,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,100,2022-05-30,Private
V04506,28.703003,77.286401,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,75,2022-06-24,Private
V04507,28.841918,77.085543,Outer Delhi,Narela,Bawana Road,Active,50,2023-10-17,Private
V04508,28.727489,77.117104,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,15,2022-09-25,Private
V04509,28.714519,77.109339,Outer Delhi,Rohini,Outer Ring Road,Active,15,2023-07-10,Government
V04510,28.560209,77.247713,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,50,2021-02-05,Private
V04511,28.842479,77.084367,Outer Delhi,Narela,Narela Road,Active,50,2022-01-09,Government
V04512,28.711444,77.121737,Outer Delhi,Rohini,Outer Ring Road,Active,100,2023-01-08,Government
V04513,28.737741,77.109113,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,100,2021-09-09,Government
V04514,28.568007,77.242494,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,15,2024-02-25,Private
V04515,28.662102,77.280946,North-East Delhi,Seelampur,Seelampur Main Road,Active,30,2023-10-03,Private
V04516,28.522488,77.202524,South Delhi,Saket,Press Enclave Marg,Active,100,2021-06-09,Private
V04517,28.685095,77.274453,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,30,2023-02-01,Government
V04518,28.529582,77.204008,South Delhi,Saket,Press Enclave Marg,Active,50,2025-01-01,Government
V04519,28.584049,77.236265,South Delhi,Lajpat Nagar,Ring Road,Active,75,2022-12-17,Private
V04520,28.66,77.254624,North-East Delhi,Seelampur,Gautam Puri Road,Active,15,2022-09-04,Private
V04521,28.568427,77.230597,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,30,2025-01-07,Government
V04522,28.780576,77.036151,Outer Delhi,Bawana,Auchandi Road,Active,50,2022-06-11,Private
V04523,28.551644,77.236454,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Inactive,50,2024-04-09,Private
V04524,28.85,77.107295,Outer Delhi,Narela,Bawana Road,Active,15,2023-12-20,Government
V04525,28.552412,77.25484,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,30,2021-07-03,Government
V04526,28.546617,77.207975,South Delhi,Hauz Khas,Sri Aurobindo Marg,Active,75,2021-10-23,Private
V04527,28.560003,77.240678,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Inactive,75,2021-04-04,Private
V04528,28.524614,77.215817,South Delhi,Saket,Mandir Marg,Active,50,2024-06-28,Government
V04529,28.703748,77.271273,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,15,2023-07-07,Government
V04530,28.72067,77.114549,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,30,2024-07-19,Private
V04531,28.55858,77.255806,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Inactive,50,2024-02-01,Government
V04532,28.518069,77.190827,South Delhi,Saket,Mandir Marg,Active,30,2023-05-07,Private
V04533,28.841247,77.091689,Outer Delhi,Narela,Lampur Road,Active,50,2023-11-07,Government
V04534,28.722339,77.112244,Outer Delhi,Rohini,Outer Ring Road,Active,75,2023-04-20,Government
V04535,28.721302,77.116684,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,15,2024-06-11,Private
V04536,28.570362,77.233054,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,50,2021-04-28,Government
V04537,28.673571,77.288859,North-East Delhi,Shahdara,Grand Trunk Road,Active,30,2022-01-26,Government
V04538,28.528208,77.202015,South Delhi,Saket,Press Enclave Marg,Active,50,2021-10-22,Government
V04539,28.531932,77.216029,South Delhi,Saket,Press Enclave Marg,Active,15,2024-05-12,Private
V04540,28.520054,77.213261,South Delhi,Saket,Press Enclave Marg,Active,30,2021-03-13,Government
V04541,28.713717,77.097086,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,30,2021-02-18,Government
V04542,28.580391,77.245896,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,100,2024-11-17,Private
V04543,28.554086,77.191321,South Delhi,Hauz Khas,Sri Aurobindo Marg,Active,15,2022-01-10,Private
V04544,28.802763,77.037428,Outer Delhi,Bawana,Auchandi Road,Active,100,2023-10-16,Government
V04545,28.66903,77.270303,North-East Delhi,Seelampur,Seelampur Main Road,Active,30,2024-07-12,Government
V04546,28.663204,77.269106,North-East Delhi,Seelampur,Pushta Road,Inactive,50,2024-12-20,Government
V04547,28.665769,77.281275,North-East Delhi,Shahdara,Chhajjupur Road,Active,50,2021-11-27,Government
V04548,28.793484,77.031338,Outer Delhi,Bawana,Kanjhawala Road,Active,50,2024-08-30,Private
V04549,28.565762,77.241479,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,75,2023-08-29,Private
V04550,28.530025,77.214187,South Delhi,Saket,Press Enclave Marg,Active,15,2023-02-04,Government
V04551,28.805739,77.029509,Outer Delhi,Bawana,Bawana Road,Active,100,2021-03-09,Government
V04552,28.550651,77.198677,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,30,2022-12-29,Government
V04553,28.732965,77.12958,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,75,2023-08-09,Government
V04554,28.525523,77.203078,South Delhi,Saket,Mandir Marg,Active,100,2024-04-01,Government
V04555,28.842604,77.088801,Outer Delhi,Narela,Lampur Road,Active,75,2024-04-05,Private
V04556,28.845354,77.087215,Outer Delhi,Narela,Lampur Road,Active,100,2024-09-30,Government
V04557,28.84816,77.094375,Outer Delhi,Narela,Bawana Road,Active,30,2021-11-17,Government
V04558,28.571315,77.240155,South Delhi,Lajpat Nagar,Ring Road,Active,100,2024-02-07,Government
