light_id,latitude,longitude,district,area_name,road_name,light_status,brightness_level,installation_date,last_maintenance
L08753,28.793815,77.037103,Outer Delhi,Bawana,Bawana Road,Working,78,2024-09-30,2026-02-18
L08754,28.738228,77.111909,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,91,2022-01-14,2026-02-17
L08755,28.564174,77.248076,South Delhi,Lajpat Nagar,Ring Road,Working,70,2023-08-05,2026-03-04
L08756,28.715078,77.283328,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,77,2021-09-05,2026-03-31
L08757,28.667626,77.3,North-East Delhi,Shahdara,Loni Road,Working,100,2020-08-15,2026-05-12
L08758,28.724803,77.120847,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,70,2021-10-05,2026-06-01
L08759,28.573085,77.251343,South Delhi,Lajpat Nagar,Ring Road,Working,77,2024-10-07,2026-01-23
L08760,28.839357,77.096261,Outer Delhi,Narela,Narela Road,Working,91,2024-03-10,2026-05-15
L08761,28.833082,77.087818,Outer Delhi,Narela,Bawana Road,Working,84,2024-05-21,2026-04-09
L08762,28.844691,77.085294,Outer Delhi,Narela,Narela Road,Working,89,2021-09-23,2026-01-30
L08763,28.718968,77.096113,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,90,2020-04-11,2026-06-04
L08764,28.695411,77.260679,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,73,2024-08-10,2026-05-11
L08765,28.820054,77.027975,Outer Delhi,Bawana,Bawana Road,Faulty,19,2020-01-04,2026-04-01
L08766,28.565214,77.247061,South Delhi,Lajpat Nagar,Ring Road,Working,79,2023-11-24,2026-03-13
L08767,28.66322,77.258778,North-East Delhi,Seelampur,Gautam Puri Road,Working,88,2022-11-23,2026-01-25
L08768,28.544778,77.203972,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,93,2020-02-12,2026-01-27
L08769,28.530823,77.206226,South Delhi,Saket,Saket District Centre Road,Working,99,2023-02-13,2026-05-25
L08770,28.842547,77.093248,Outer Delhi,Narela,Lampur Road,Working,82,2021-10-18,2026-07-01
L08771,28.543267,77.199319,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,97,2020-11-09,2026-02-27
L08772,28.706169,77.283282,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,95,2020-05-13,2026-05-08
L08773,28.546177,77.217283,South Delhi,Hauz Khas,August Kranti Marg,Working,86,2022-01-06,2026-03-22
L08774,28.541212,77.203066,South Delhi,Saket,Mandir Marg,Working,76,2020-11-25,2026-05-11
L08775,28.538393,77.195357,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,100,2021-12-20,2026-05-07
L08776,28.80731,77.031043,Outer Delhi,Bawana,Bawana Road,Working,79,2023-08-10,2026-03-31
L08777,28.66,77.273169,North-East Delhi,Seelampur,Pushta Road,Working,96,2022-07-19,2026-04-09
L08778,28.717081,77.111797,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,89,2020-12-12,2026-07-08
L08779,28.697424,77.277723,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,90,2021-01-31,2026-02-02
L08780,28.832439,77.099928,Outer Delhi,Narela,Lampur Road,Faulty,23,2023-04-10,2026-01-16
L08781,28.66,77.277604,North-East Delhi,Seelampur,Seelampur Main Road,Working,99,2022-03-09,2026-02-27
L08782,28.668599,77.274531,North-East Delhi,Seelampur,Pushta Road,Working,85,2023-08-08,2026-01-16
L08783,28.792748,77.031638,Outer Delhi,Bawana,Auchandi Road,Working,89,2023-12-14,2026-02-28
L08784,28.559803,77.249396,South Delhi,Lajpat Nagar,Ring Road,Faulty,19,2022-01-17,2026-06-01
L08785,28.715641,77.116278,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,97,2020-07-28,2026-05-11
L08786,28.72869,77.110202,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,83,2020-10-04,2026-01-18
L08787,28.54843,77.213022,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,70,2023-10-13,2026-02-19
L08788,28.563231,77.253368,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,86,2024-01-05,2026-04-09
L08789,28.837372,77.094608,Outer Delhi,Narela,Bawana Road,Working,99,2020-10-03,2026-05-14
L08790,28.821761,77.029225,Outer Delhi,Bawana,Kanjhawala Road,Working,99,2020-06-23,2026-01-31
L08791,28.54837,77.207949,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,86,2024-09-20,2026-05-30
L08792,28.728399,77.113362,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,90,2024-09-07,2026-05-10
L08793,28.804318,77.028738,Outer Delhi,Bawana,Bawana Road,Working,98,2020-03-17,2026-03-10
L08794,28.673869,77.29474,North-East Delhi,Shahdara,Grand Trunk Road,Working,95,2023-05-05,2026-07-10
L08795,28.66889,77.271313,North-East Delhi,Seelampur,Seelampur Main Road,Working,90,2022-09-21,2026-06-04
L08796,28.793542,77.014081,Outer Delhi,Bawana,Bawana Road,Faulty,10,2024-02-13,2026-03-29
L08797,28.669346,77.263714,North-East Delhi,Seelampur,Pushta Road,Working,73,2023-08-14,2026-05-17
L08798,28.529607,77.201998,South Delhi,Saket,Saket District Centre Road,Working,71,2020-03-21,2026-05-15
L08799,28.681087,77.3,North-East Delhi,Shahdara,Chhajjupur Road,Working,89,2023-06-25,2026-05-30
L08800,28.699731,77.269547,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,77,2024-05-03,2026-04-13
L08801,28.664693,77.255934,North-East Delhi,Seelampur,Seelampur Main Road,Working,97,2023-12-13,2026-03-31
L08802,28.679396,77.296128,North-East Delhi,Shahdara,Grand Trunk Road,Working,76,2021-09-19,2026-05-08
L08803,28.840222,77.097159,Outer Delhi,Narela,Lampur Road,Working,89,2023-12-30,2026-04-24
L08804,28.839297,77.092971,Outer Delhi,Narela,Lampur Road,Working,70,2023-10-04,2026-06-07
L08805,28.561617,77.250715,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,79,2024-02-24,2026-06-23
L08806,28.519756,77.209845,South Delhi,Saket,Press Enclave Marg,Working,80,2022-08-22,2026-07-10
L08807,28.553694,77.204039,South Delhi,Hauz Khas,August Kranti Marg,Working,91,2020-11-24,2026-06-08
L08808,28.661037,77.261402,North-East Delhi,Seelampur,Seelampur Main Road,Working,72,2023-08-12,2026-04-29
L08809,28.521034,77.198078,South Delhi,Saket,Mandir Marg,Working,90,2022-02-01,2026-06-14
L08810,28.67784,77.282625,North-East Delhi,Shahdara,Grand Trunk Road,Working,83,2021-10-11,2026-01-20
L08811,28.67084,77.3,North-East Delhi,Shahdara,Loni Road,Working,87,2023-10-20,2026-06-30
L08812,28.844633,77.080215,Outer Delhi,Narela,Lampur Road,Working,84,2021-12-26,2026-04-23
L08813,28.84814,77.092382,Outer Delhi,Narela,Bawana Road,Working,94,2023-06-09,2026-06-10
L08814,28.662694,77.273449,North-East Delhi,Seelampur,Pushta Road,Working,76,2021-03-07,2026-04-06
L08815,28.569536,77.237811,South Delhi,Lajpat Nagar,Ring Road,Working,87,2021-01-25,2026-07-10
L08816,28.738264,77.102865,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,95,2024-11-22,2026-05-19
L08817,28.719572,77.119224,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,78,2024-08-29,2026-06-02
L08818,28.66,77.291933,North-East Delhi,Seelampur,Seelampur Main Road,Working,75,2020-03-18,2026-05-14
L08819,28.572163,77.249245,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,80,2022-06-08,2026-05-14
L08820,28.531709,77.207868,South Delhi,Hauz Khas,August Kranti Marg,Working,88,2020-07-30,2026-05-04
L08821,28.523372,77.204748,South Delhi,Saket,Press Enclave Marg,Working,92,2023-12-03,2026-03-03
L08822,28.696,77.278298,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,72,2021-03-02,2026-01-17
L08823,28.552487,77.203118,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,95,2024-05-15,2026-04-21
L08824,28.530314,77.210817,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,75,2022-07-16,2026-02-18
L08825,28.694548,77.26176,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,99,2024-12-05,2026-01-18
L08826,28.732872,77.114875,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,93,2020-12-05,2026-04-21
L08827,28.726339,77.103074,Outer Delhi,Rohini,Outer Ring Road,Working,85,2020-05-13,2026-07-05
L08828,28.564193,77.244295,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,78,2021-12-14,2026-06-14
L08829,28.548056,77.210492,South Delhi,Hauz Khas,August Kranti Marg,Working,97,2021-05-29,2026-03-27
L08830,28.552099,77.203434,South Delhi,Hauz Khas,August Kranti Marg,Working,98,2023-11-27,2026-04-26
L08831,28.540693,77.210125,South Delhi,Hauz Khas,August Kranti Marg,Working,81,2023-11-11,2026-02-18
L08832,28.674326,77.295809,North-East Delhi,Shahdara,Grand Trunk Road,Working,70,2022-02-20,2026-04-22
L08833,28.837283,77.088131,Outer Delhi,Narela,Lampur Road,Working,99,2022-08-14,2026-07-09
L08834,28.523586,77.214061,South Delhi,Saket,Saket District Centre Road,Working,72,2020-09-13,2026-05-21
L08835,28.551331,77.200976,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,71,2024-11-11,2026-06-30
L08836,28.80137,77.044659,Outer Delhi,Bawana,Kanjhawala Road,Working,92,2022-12-21,2026-01-18
L08837,28.565036,77.246027,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,86,2022-06-09,2026-03-12
L08838,28.570761,77.252392,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,87,2022-02-22,2026-02-03
L08839,28.569957,77.241736,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,72,2023-06-06,2026-06-30
L08840,28.524429,77.211789,South Delhi,Saket,Mandir Marg,Working,71,2024-01-07,2026-05-22
L08841,28.794491,77.033623,Outer Delhi,Bawana,Auchandi Road,Working,87,2023-08-02,2026-03-27
L08842,28.670855,77.284679,North-East Delhi,Shahdara,Grand Trunk Road,Working,98,2022-09-22,2026-05-25
L08843,28.702295,77.279239,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,87,2024-02-16,2026-06-26
L08844,28.793734,77.043183,Outer Delhi,Bawana,Auchandi Road,Working,74,2024-01-09,2026-02-20
L08845,28.67848,77.277235,North-East Delhi,Seelampur,Seelampur Main Road,Working,79,2023-10-05,2026-06-02
L08846,28.849259,77.08495,Outer Delhi,Narela,Bawana Road,Working,88,2020-08-17,2026-02-05
L08847,28.551852,77.208963,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,76,2020-01-06,2026-05-04
L08848,28.522574,77.200948,South Delhi,Saket,Press Enclave Marg,Working,89,2023-04-11,2026-02-05
L08849,28.675172,77.28271,North-East Delhi,Shahdara,Grand Trunk Road,Working,93,2021-08-13,2026-02-01
L08850,28.838817,77.092847,Outer Delhi,Narela,Bawana Road,Working,80,2020-09-20,2026-04-07
L08851,28.732361,77.08931,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,82,2024-09-28,2026-03-23
L08852,28.80299,77.039728,Outer Delhi,Bawana,Kanjhawala Road,Working,100,2021-08-30,2026-06-12
L08853,28.68336,77.283172,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,95,2023-11-22,2026-02-11
L08854,28.675127,77.295712,North-East Delhi,Shahdara,Chhajjupur Road,Working,94,2024-03-01,2026-03-07
L08855,28.666356,77.284436,North-East Delhi,Seelampur,Seelampur Main Road,Working,81,2021-06-10,2026-03-17
L08856,28.701613,77.282643,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,97,2023-09-11,2026-03-13
L08857,28.523361,77.21024,South Delhi,Saket,Saket District Centre Road,Working,93,2021-10-21,2026-06-03
L08858,28.727535,77.094387,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,92,2020-10-28,2026-01-21
L08859,28.536528,77.20062,South Delhi,Saket,Mandir Marg,Working,83,2021-01-01,2026-02-19
L08860,28.547756,77.225706,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,79,2023-04-02,2026-04-11
L08861,28.51321,77.225734,South Delhi,Saket,Mandir Marg,Working,82,2024-08-16,2026-05-27
L08862,28.730121,77.111813,Outer Delhi,Rohini,Outer Ring Road,Working,92,2020-11-06,2026-02-24
L08863,28.548751,77.198684,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,97,2020-12-11,2026-04-12
L08864,28.79193,77.032035,Outer Delhi,Bawana,Bawana Road,Working,75,2021-03-25,2026-04-27
L08865,28.796499,77.029551,Outer Delhi,Bawana,Kanjhawala Road,Working,81,2020-02-13,2026-05-28
L08866,28.84662,77.093555,Outer Delhi,Narela,Lampur Road,Working,88,2021-07-22,2026-06-28
L08867,28.539312,77.201166,South Delhi,Hauz Khas,August Kranti Marg,Working,80,2021-08-17,2026-02-27
L08868,28.542097,77.215578,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,72,2020-05-11,2026-03-31
L08869,28.542824,77.212547,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,76,2022-08-17,2026-06-08
L08870,28.541052,77.207678,South Delhi,Hauz Khas,August Kranti Marg,Working,87,2024-05-24,2026-05-18
L08871,28.838403,77.098287,Outer Delhi,Narela,Narela Road,Working,76,2023-04-19,2026-06-20
L08872,28.577466,77.236853,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,95,2024-04-26,2026-03-03
L08873,28.553929,77.199109,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,78,2022-02-14,2026-07-04
L08874,28.547941,77.208566,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,98,2022-12-09,2026-04-15
L08875,28.531187,77.206568,South Delhi,Saket,Press Enclave Marg,Working,82,2022-10-27,2026-05-22
L08876,28.837739,77.089434,Outer Delhi,Narela,Lampur Road,Working,85,2021-10-17,2026-06-23
L08877,28.566566,77.262538,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,81,2024-05-09,2026-01-21
L08878,28.66,77.272708,North-East Delhi,Seelampur,Pushta Road,Working,92,2021-03-10,2026-06-02
L08879,28.721184,77.10435,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,73,2021-05-11,2026-05-25
L08880,28.663661,77.270413,North-East Delhi,Seelampur,Seelampur Main Road,Working,81,2021-01-01,2026-05-12
L08881,28.84742,77.084483,Outer Delhi,Narela,Narela Road,Working,87,2021-03-08,2026-06-06
L08882,28.517202,77.216088,South Delhi,Saket,Saket District Centre Road,Working,100,2022-03-20,2026-06-26
L08883,28.551615,77.201839,South Delhi,Hauz Khas,August Kranti Marg,Working,86,2021-10-13,2026-03-23
L08884,28.720125,77.111163,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,78,2023-07-07,2026-03-14
L08885,28.555137,77.194359,South Delhi,Hauz Khas,August Kranti Marg,Working,74,2020-01-05,2026-01-29
L08886,28.541149,77.216677,South Delhi,Hauz Khas,August Kranti Marg,Working,80,2020-05-27,2026-03-03
L08887,28.563004,77.234774,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,91,2020-08-14,2026-03-02
L08888,28.664756,77.261114,North-East Delhi,Seelampur,Gautam Puri Road,Working,82,2023-10-12,2026-06-27
L08889,28.68073,77.251125,North-East Delhi,Seelampur,Gautam Puri Road,Working,92,2020-05-28,2026-03-25
L08890,28.842479,77.085354,Outer Delhi,Narela,Lampur Road,Faulty,23,2024-09-17,2026-04-18
L08891,28.727256,77.11012,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,89,2023-03-05,2026-03-04
L08892,28.568225,77.237062,South Delhi,Lajpat Nagar,Ring Road,Working,83,2021-06-08,2026-05-09
L08893,28.719945,77.121125,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,77,2021-08-23,2026-02-23
L08894,28.521814,77.205491,South Delhi,Saket,Saket District Centre Road,Working,92,2022-02-22,2026-06-25
L08895,28.561774,77.238615,South Delhi,Lajpat Nagar,Ring Road,Working,94,2023-02-22,2026-03-12
L08896,28.83958,77.106161,Outer Delhi,Narela,Bawana Road,Working,95,2021-03-02,2026-02-22
L08897,28.673132,77.270169,North-East Delhi,Seelampur,Gautam Puri Road,Working,75,2024-03-10,2026-01-16
L08898,28.688659,77.267533,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,100,2024-01-26,2026-03-31
L08899,28.683457,77.249442,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,86,2022-01-03,2026-07-06
L08900,28.568975,77.238559,South Delhi,Lajpat Nagar,Ring Road,Working,83,2022-05-01,2026-02-19
L08901,28.792071,77.032012,Outer Delhi,Bawana,Auchandi Road,Faulty,9,2021-11-07,2026-02-21
L08902,28.674789,77.266289,North-East Delhi,Seelampur,Gautam Puri Road,Working,93,2020-09-25,2026-03-16
L08903,28.689816,77.266518,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,74,2023-10-12,2026-07-09
L08904,28.666448,77.289612,North-East Delhi,Shahdara,Grand Trunk Road,Working,85,2023-10-25,2026-04-15
L08905,28.66,77.267217,North-East Delhi,Seelampur,Seelampur Main Road,Working,97,2024-08-08,2026-04-03
L08906,28.737365,77.104932,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,89,2021-07-08,2026-03-23
L08907,28.832158,77.094971,Outer Delhi,Narela,Lampur Road,Working,100,2022-07-23,2026-02-16
L08908,28.739159,77.102729,Outer Delhi,Rohini,Outer Ring Road,Working,81,2023-02-03,2026-03-28
L08909,28.85,77.090187,Outer Delhi,Narela,Narela Road,Faulty,26,2021-06-17,2026-06-03
L08910,28.717511,77.10931,Outer Delhi,Rohini,Outer Ring Road,Faulty,1,2023-11-03,2026-01-14
L08911,28.6828,77.275335,North-East Delhi,Seelampur,Pushta Road,Working,87,2020-01-30,2026-04-29
L08912,28.546701,77.208322,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,78,2021-08-12,2026-02-27
L08913,28.783887,77.021277,Outer Delhi,Bawana,Kanjhawala Road,Working,72,2024-02-01,2026-06-27
L08914,28.677285,77.278823,North-East Delhi,Seelampur,Seelampur Main Road,Working,77,2022-05-29,2026-01-20
L08915,28.53008,77.207981,South Delhi,Saket,Press Enclave Marg,Working,81,2020-03-20,2026-01-19
L08916,28.555497,77.241766,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,87,2021-03-05,2026-04-20
L08917,28.66,77.264856,North-East Delhi,Seelampur,Seelampur Main Road,Working,77,2020-01-07,2026-05-24
L08918,28.520082,77.216071,South Delhi,Saket,Saket District Centre Road,Working,96,2020-11-23,2026-05-14
L08919,28.663434,77.282364,North-East Delhi,Shahdara,Chhajjupur Road,Working,86,2021-06-28,2026-05-01
L08920,28.808849,77.025975,Outer Delhi,Bawana,Kanjhawala Road,Working,95,2023-05-03,2026-06-21
L08921,28.67363,77.265093,North-East Delhi,Seelampur,Pushta Road,Working,92,2022-11-23,2026-06-25
L08922,28.67122,77.276122,North-East Delhi,Shahdara,Loni Road,Working,96,2021-06-13,2026-05-08
L08923,28.545773,77.193961,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,88,2021-04-16,2026-04-03
L08924,28.823806,77.091872,Outer Delhi,Narela,Narela Road,Working,71,2024-08-09,2026-05-08
L08925,28.546784,77.199273,South Delhi,Hauz Khas,August Kranti Marg,Working,82,2022-10-21,2026-03-20
L08926,28.690965,77.270947,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,82,2024-11-06,2026-03-28
L08927,28.66,77.3,North-East Delhi,Shahdara,Loni Road,Working,91,2020-06-04,2026-05-05
L08928,28.66255,77.265582,North-East Delhi,Seelampur,Gautam Puri Road,Working,98,2023-03-12,2026-06-01
L08929,28.66,77.253717,North-East Delhi,Seelampur,Gautam Puri Road,Working,100,2023-08-22,2026-03-02
L08930,28.52754,77.193045,South Delhi,Saket,Press Enclave Marg,Working,92,2023-03-05,2026-04-08
L08931,28.710487,77.27452,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,91,2024-06-19,2026-06-08
L08932,28.666701,77.269261,North-East Delhi,Seelampur,Seelampur Main Road,Working,70,2023-12-14,2026-07-05
L08933,28.70129,77.270211,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,100,2022-08-23,2026-06-08
L08934,28.566346,77.251251,South Delhi,Lajpat Nagar,Ring Road,Working,90,2020-10-10,2026-06-08
L08935,28.536462,77.222601,South Delhi,Hauz Khas,August Kranti Marg,Working,90,2020-05-31,2026-01-30
L08936,28.553136,77.200923,South Delhi,Hauz Khas,August Kranti Marg,Working,89,2024-08-23,2026-07-01
L08937,28.573617,77.237747,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,71,2023-07-01,2026-02-02
L08938,28.526972,77.200553,South Delhi,Saket,Saket District Centre Road,Working,79,2024-05-14,2026-07-09
L08939,28.679246,77.297736,North-East Delhi,Shahdara,Loni Road,Working,83,2023-02-19,2026-02-26
L08940,28.576596,77.254806,South Delhi,Lajpat Nagar,Ring Road,Working,73,2020-08-22,2026-02-24
L08941,28.676821,77.29464,North-East Delhi,Shahdara,Grand Trunk Road,Working,84,2021-09-14,2026-04-30
L08942,28.553112,77.18616,South Delhi,Hauz Khas,August Kranti Marg,Faulty,12,2021-12-16,2026-04-12
L08943,28.788499,77.029031,Outer Delhi,Bawana,Auchandi Road,Working,98,2024-05-13,2026-06-15
L08944,28.838763,77.092538,Outer Delhi,Narela,Lampur Road,Working,96,2020-11-09,2026-01-23
L08945,28.702465,77.279506,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,84,2024-07-19,2026-05-10
L08946,28.809906,77.024934,Outer Delhi,Bawana,Auchandi Road,Working,89,2024-05-21,2026-03-15
L08947,28.845216,77.090732,Outer Delhi,Narela,Narela Road,Working,72,2023-06-21,2026-02-04
L08948,28.85,77.083315,Outer Delhi,Narela,Lampur Road,Working,93,2020-10-05,2026-02-03
L08949,28.664198,77.258212,North-East Delhi,Seelampur,Gautam Puri Road,Working,71,2021-11-18,2026-05-24
L08950,28.514498,77.201306,South Delhi,Saket,Saket District Centre Road,Working,91,2024-11-08,2026-04-14
L08951,28.539964,77.204643,South Delhi,Hauz Khas,August Kranti Marg,Working,96,2023-05-12,2026-04-29
L08952,28.693731,77.275533,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,74,2020-04-30,2026-01-23
L08953,28.520164,77.2065,South Delhi,Saket,Mandir Marg,Working,86,2020-06-16,2026-06-22
L08954,28.84037,77.10237,Outer Delhi,Narela,Bawana Road,Working,83,2022-02-25,2026-06-13
L08955,28.528325,77.21197,South Delhi,Saket,Press Enclave Marg,Working,73,2020-04-03,2026-02-26
L08956,28.720448,77.105559,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,95,2021-11-26,2026-02-22
L08957,28.727916,77.099519,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,80,2020-10-29,2026-01-12
L08958,28.540364,77.202537,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,82,2023-10-11,2026-03-06
L08959,28.833431,77.093676,Outer Delhi,Narela,Bawana Road,Working,90,2023-02-04,2026-02-06
L08960,28.663696,77.263773,North-East Delhi,Seelampur,Pushta Road,Working,82,2022-03-14,2026-03-19
L08961,28.538128,77.212618,South Delhi,Saket,Press Enclave Marg,Working,73,2023-05-01,2026-02-14
L08962,28.698093,77.28119,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,84,2024-08-11,2026-02-16
L08963,28.730959,77.115815,Outer Delhi,Rohini,Outer Ring Road,Working,89,2020-11-26,2026-06-28
L08964,28.728149,77.102288,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,78,2020-12-08,2026-06-13
L08965,28.522931,77.188291,South Delhi,Saket,Press Enclave Marg,Working,99,2023-05-09,2026-04-21
L08966,28.558417,77.253952,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,75,2023-03-20,2026-01-20
L08967,28.567128,77.232621,South Delhi,Lajpat Nagar,Ring Road,Working,73,2020-11-28,2026-03-26
L08968,28.66,77.264878,North-East Delhi,Seelampur,Gautam Puri Road,Working,84,2021-01-02,2026-02-26
L08969,28.55912,77.199308,South Delhi,Hauz Khas,August Kranti Marg,Working,88,2023-04-28,2026-05-31
L08970,28.515529,77.207191,South Delhi,Saket,Press Enclave Marg,Working,96,2024-09-24,2026-05-22
L08971,28.671294,77.279883,North-East Delhi,Shahdara,Loni Road,Working,100,2022-09-29,2026-03-16
L08972,28.72142,77.110318,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,73,2022-03-29,2026-07-02
L08973,28.676535,77.267311,North-East Delhi,Seelampur,Pushta Road,Working,94,2021-09-07,2026-05-05
L08974,28.667566,77.276318,North-East Delhi,Seelampur,Pushta Road,Working,73,2022-02-16,2026-01-29
L08975,28.85,77.089369,Outer Delhi,Narela,Bawana Road,Working,83,2021-12-24,2026-03-26
L08976,28.728293,77.104967,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,97,2021-12-05,2026-02-23
L08977,28.684209,77.282249,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,97,2020-03-09,2026-06-24
L08978,28.734039,77.122546,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,95,2023-01-28,2026-04-03
L08979,28.800091,77.02735,Outer Delhi,Bawana,Bawana Road,Working,97,2020-11-21,2026-03-28
L08980,28.801138,77.019656,Outer Delhi,Bawana,Auchandi Road,Working,98,2022-06-24,2026-01-14
L08981,28.535749,77.198279,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,89,2021-03-02,2026-02-20
L08982,28.666739,77.284009,North-East Delhi,Seelampur,Gautam Puri Road,Working,74,2020-02-04,2026-03-13
L08983,28.793866,77.036916,Outer Delhi,Bawana,Auchandi Road,Working,88,2024-07-23,2026-01-29
L08984,28.573536,77.239896,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,87,2022-08-06,2026-03-10
L08985,28.546244,77.216495,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Faulty,29,2023-10-14,2026-02-01
L08986,28.575585,77.245289,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,74,2023-04-13,2026-06-06
L08987,28.535848,77.207359,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,93,2022-03-27,2026-06-11
L08988,28.713531,77.0909,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,99,2023-11-13,2026-05-08
L08989,28.541245,77.203339,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,91,2021-05-26,2026-01-21
L08990,28.794278,77.034784,Outer Delhi,Bawana,Bawana Road,Working,97,2020-12-21,2026-01-30
L08991,28.568782,77.226845,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,94,2023-03-24,2026-05-23
L08992,28.728382,77.121577,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,93,2022-11-28,2026-01-19
L08993,28.530477,77.213646,South Delhi,Saket,Mandir Marg,Working,95,2023-06-10,2026-02-20
L08994,28.558693,77.194728,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,73,2022-01-27,2026-06-26
L08995,28.793847,77.031625,Outer Delhi,Bawana,Bawana Road,Working,71,2023-04-18,2026-03-13
L08996,28.838965,77.096909,Outer Delhi,Narela,Lampur Road,Working,81,2021-07-22,2026-03-26
L08997,28.818899,77.03821,Outer Delhi,Bawana,Auchandi Road,Working,79,2023-08-12,2026-02-17
L08998,28.793631,77.030507,Outer Delhi,Bawana,Bawana Road,Working,86,2023-04-03,2026-06-21
